file,case,category,flag,first_error
arg_reduce_tests,test arg reduce small,b,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
arg_reduce_tests,test arg reduce irregular strides,b,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test QR factorization,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test SVD factorization,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test matrix inversion,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test matrix cholesky,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test matrix pseudo-inverse,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test cross product,c,,""[omarchy] Multiply dtype is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[1]). No CPU fallback is available"
linalg_tests,test matrix eigh,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test lu,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test solve,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test solve_triangluar,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test det,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
linalg_tests,test slogdet,c,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
load_tests,test gguf,a,,"[omarchy] dtype converting copy is not implemented for the Omarchy Vulkan backend (dtype=int8, shape=[5]). No CPU fallback is avai"
load_tests,test gguf metadata,a,masked,""[omarchy] Equal dtype is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[1]). No CPU fallback is available in "
load_tests,test single array serialization,a,,""[omarchy] And rank above 4 is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[1,1,1,1,1]). No CPU fallback is "
ops_tests,test slice,a,,"[omarchy] negative stride copy is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[8]). No CPU fallback is av"
ops_tests,test slice update,a,,""[omarchy] negative stride copy is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[8]). No CPU fallback is a"
ops_tests,test slice update add,a,,""[omarchy] SliceUpdate reduce is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[8]). No CPU fallback is ava"
ops_tests,test dynamic slice,a,,""[omarchy] dynamic slice offset is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[1]). No CPU fallback is ava"
ops_tests,test dynamic slice update,a,,""[omarchy] non-zero scalar fill is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[1,2]). No CPU fallback is a"
ops_tests,test flip,a,,""[omarchy] negative stride copy is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[4]). No CPU fallback is ava"
ops_tests,test comparison ops,d,,""[omarchy] GreaterEqual dtype is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[]). No CPU fallback is availab"
ops_tests,test is nan,a,,""[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[7,7]). No CPU fallback is "
ops_tests,test is inf,a,,""[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[7,7]). No CPU fallback is "
ops_tests,test is close,a,masked,""[omarchy] Equal dtype is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[2]). No CPU fallback is available in "
ops_tests,test reduction ops,d,,""[omarchy] Sum dtype is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[1]). No CPU fallback is available in O"
ops_tests,test arithmetic unary ops,d,,""[omarchy] dtype converting copy is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[]). No CPU fallback is avai"
ops_tests,test arithmetic binary ops,a,,""[omarchy] Multiply dtype is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[3]). No CPU fallback is available"
ops_tests,test gather,a,,""[omarchy] matrix layout Take is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[10,1]). No CPU fallback is av"
ops_tests,test take,d,,""[omarchy] matrix layout Take is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[1,1,4,8]). No CPU fallback is"
ops_tests,test gather contiguity,b,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
ops_tests,test take along axis,a,,""[omarchy] indexed Take layout is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[1,2]). No CPU fallback is av"
ops_tests,test scatter,a,,""[omarchy] Scatter Sum dtype is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[4]). No CPU fallback is avai"
ops_tests,test masked_scatter,a,,""[omarchy] MaskedScatter mask layout is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[1,2,2]). No CPU fallba"
ops_tests,test is positive infinity,a,,""[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[7,7]). No CPU fallback is "
ops_tests,test is negative infinity,a,,""[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[7,7]). No CPU fallback is "
ops_tests,test scatter types,a,,""[omarchy] non-zero scalar fill is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[4,1,1]). No CPU fallback is "
ops_tests,test complex ops,a,,""[omarchy] non-zero scalar fill is not implemented for the Omarchy Vulkan backend (dtype=complex64, shape=[2,2]). No CPU fallback "
ops_tests,test as_strided op,a,,""[omarchy] Equal index span is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[10]). No CPU fallback is availab"
ops_tests,test pad,a,,""[omarchy] negative stride copy is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[2]). No CPU fallback is a"
ops_tests,test power,a,,""[omarchy] Power dtype is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[]). No CPU fallback is available in O"
ops_tests,test where,a,,""[omarchy] Select dtype is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[2,2]). No CPU fallback is available"
ops_tests,test full_like,d,,""[omarchy] dtype converting copy is not implemented for the Omarchy Vulkan backend (dtype=int16, shape=[3]). No CPU fallback is av"
ops_tests,test eye,a,,""[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[3,3]). No CPU fallback is "
ops_tests,test triu,a,,""[omarchy] Select layout is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[4,4]). No CPU fallback is availa"
ops_tests,test identity,a,,""[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[4,4]). No CPU fallback is "
ops_tests,test eye with positive k offset,a,,""[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[3,4]). No CPU fallback is "
ops_tests,test eye with negative k offset,a,,""[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[4,3]). No CPU fallback is "
ops_tests,test quantize dequantize,a,,"[omarchy] Quantize direction is not implemented for the Omarchy Vulkan backend (dtype=uint32, shape=[128,32]). No CPU fallback is "
ops_tests,inner,a,,""[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[2,2]). No CPU fallback is "
ops_tests,test diagonal,a,,""[omarchy] non-axis-0 Take is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[2,1,1]). No CPU fallback is avai"
ops_tests,test diag,a,,""[omarchy] Arange dtype is not implemented for the Omarchy Vulkan backend (dtype=uint32, shape=[4]). No CPU fallback is available "
ops_tests,test topk,a,,""[omarchy] Partition dtype is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[2,5]). No CPU fallback is availa"
ops_tests,test conv1d,a,,""[omarchy] non-2D Convolution is not implemented for the Omarchy Vulkan backend (dtype=float16, shape=[1,3,4]). No CPU fallback is"
ops_tests,test conv2d,a,,""[omarchy] grouped Convolution is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[1,1,1,4]). No CPU fallback"
ops_tests,test trace,a,,"[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[3,3]). No CPU fallback is a"
ops_tests,test bitwise shift operations,a,,""[omarchy] non-zero scalar fill is not implemented for the Omarchy Vulkan backend (dtype=int8, shape=[4]). No CPU fallback is avai"
ops_tests,test conv_transpose1d with output_padding,a,,""[omarchy] non-2D Convolution is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[1,2,1]). No CPU fallback is"
ops_tests,test conv_transpose2d with output_padding,a,,""[omarchy] transposed Convolution is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[1,2,4,2]). No CPU fallb"
ops_tests,test conv_transpose3d with output_padding,a,,""[omarchy] non-2D Convolution is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[1,2,4,4,1]). No CPU fallbac"
ops_tests,test max min with nan,d,,""
random_tests,test random key,a,,""[omarchy] dtype converting copy is not implemented for the Omarchy Vulkan backend (dtype=int64, shape=[2]). No CPU fallback is av"
random_tests,test random split,a,masked,""[omarchy] Equal dtype is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[2]). No CPU fallback is available in "
random_tests,test random bits,a,,""[omarchy] RandomBits width is not implemented for the Omarchy Vulkan backend (dtype=uint16, shape=[]). No CPU fallback is availab"
random_tests,test random uniform,a,,""[omarchy] GreaterEqual dtype is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[100]). No CPU fallback is avai"
random_tests,test random multivariate_normal,b,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
random_tests,test random randint,a,,""[omarchy] Minimum dtype is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[1000,1000]). No CPU fallback is av"
random_tests,test categorical,a,,""[omarchy] non-suffix ArgMax is not implemented for the Omarchy Vulkan backend (dtype=uint32, shape=[5,1,20]). No CPU fallback is "
random_tests,test laplace,a,,"[omarchy] GreaterEqual dtype is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[1000000]). No CPU fallback is a"
scheduler_tests,test stream management,b,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
scheduler_tests,test get streams,b,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
scheduler_tests,test asynchronous launch,b,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
scheduler_tests,test stream placement,b,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
vmap_tests,test simple vmap,a,,""[omarchy] Select layout is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[2,2,3]). No CPU fallback is avai"
vmap_tests,test vmap comparison ops,a,masked,""[omarchy] Equal dtype is not implemented for the Omarchy Vulkan backend (dtype=bool, shape=[2,3]). No CPU fallback is available i"
vmap_tests,test vmap scatter,a,,""[omarchy] multi-index Scatter is not implemented for the Omarchy Vulkan backend (dtype=float32, shape=[2,3,4]). No CPU fallback i"
vmap_tests,test vmap SVD,b,,"vector::_M_range_check: __n (which is 0) >= this->size() (which is 0)"
vmap_tests,test vmap dynamic slices,a,,""[omarchy] dynamic slice offset is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[1]). No CPU fallback is ava"
vmap_tests,test vmap floor_divide integer,a,,""[omarchy] Divide dtype is not implemented for the Omarchy Vulkan backend (dtype=int32, shape=[25]). No CPU fallback is available "
